Date,Open,Close,OC Return,OC Return Sq,RV Daily,RQ Daily,J Daily,FSI US,FSI Vol
2013-01-02,121.03,121.27,0.0019810159181879784,3.924424068114159e-06,6.681362336210387e-06,4.8083437891477695e-11,0.0,-1.128,-1.593
2013-01-03,121.14,120.6,-0.004467617259716157,1.9959603979313702e-05,8.080271637903362e-06,1.0167254172479929e-10,2.3120531945981684e-06,-1.15,-1.632
2013-01-04,120.57,120.56,-8.294281097938234e-05,6.879509893161548e-09,5.787430057314414e-06,8.730497155257163e-11,2.7771099654075627e-06,-1.168,-1.636
2013-01-07,120.64,120.76,0.0009942005789921147,9.88434791268256e-07,1.3716012703329624e-06,2.716603936284763e-12,8.883323844526e-08,-1.196,-1.694
2013-01-08,120.81,120.88,0.0005792544330114895,3.355356981634622e-07,1.5462354663095965e-06,3.3924005568826487e-12,3.3707576666659957e-07,-1.194,-1.764
2013-01-09,120.98,120.82,-0.0013234079681731042,1.7514086502240638e-06,2.7740657481360306e-06,7.124241184668136e-12,5.071379377486472e-07,-1.176,-1.772
2013-01-10,120.64,120.86,0.001821946673766492,3.3194896820487842e-06,9.21526394147667e-06,1.4419042704352988e-10,2.2386990290597667e-06,-1.214,-1.741
2013-01-11,120.73,121.028,0.002465276441124974,6.077587931165817e-06,2.595383883076278e-06,8.522228548970101e-12,4.470722144647972e-07,-1.198,-1.676
2013-01-14,121.19,120.86,-0.0027267110469835266,7.434953133742e-06,2.5898336507720545e-06,7.443526955772302e-12,7.854800938223869e-07,-1.21,-1.696
2013-01-15,120.97,120.706,-0.0021847440789183885,4.773106690368958e-06,1.2217182578944839e-06,1.3783507458714264e-12,0.0,-1.204,-1.671
2013-01-16,120.84,120.76,-0.0006622516798331541,4.385772874418344e-07,2.516484090762649e-06,5.724958981953194e-12,0.0,-1.2,-1.669
2013-01-17,120.57,120.548,-0.00018248326596145863,3.330014235596045e-08,3.069498515989718e-06,8.394535530778661e-12,4.78591134376035e-07,-1.163,-1.537
2013-01-18,120.58,120.67,0.0007461140242499919,5.566861371825174e-07,3.2518366692470065e-06,1.5801183501756736e-11,4.6278504325332267e-07,-1.182,-1.521
2013-01-22,120.53,120.67,0.0011608624852571827,1.3476017096774825e-06,3.2340082346211393e-06,1.3567317212928108e-11,0.0,-1.244,-1.655
2013-01-23,120.85,120.86,8.274378392043275e-05,6.846533777471265e-09,1.265553230573148e-06,1.476348893008482e-12,2.699875513281397e-07,-1.273,-1.758
2013-01-24,120.76,120.74,-0.0001656314703580032,2.7433783972954096e-08,1.3690444600570829e-06,2.409821967640898e-12,1.893101127378598e-07,-1.243,-1.676
2013-01-25,120.44,120.128,-0.0025938626494894793,6.728123444416581e-06,3.4287256568019405e-06,1.0961156389050302e-11,4.857195714579122e-07,-1.239,-1.552
2013-01-28,119.72,120.0,0.002336059797547928,5.457175377719666e-06,3.5016211732360474e-06,1.715783197019298e-11,8.179434525964318e-07,-1.223,-1.436
2013-01-29,119.77,119.73,-0.0003340292306630866,1.1157552693737353e-07,4.692266765859949e-06,1.9231982861828935e-11,5.24278208235863e-07,-1.268,-1.539
2013-01-30,119.39,119.33,-0.0005026809757326519,2.52688163363531e-07,8.397699070327024e-06,8.563426439821532e-11,7.869869254570244e-07,-1.197,-1.38
2013-01-31,119.38,119.42,0.0003350083783426004,1.1223061355973889e-07,3.3864687595783744e-06,1.1941740176008532e-11,6.897830736209705e-07,-1.183,-1.426
2013-02-01,119.5,118.9002,-0.005031885590457529,2.5319872595454117e-05,4.247369383129081e-06,2.3054482858893496e-11,7.019990128837874e-07,-1.246,-1.471
2013-02-04,118.98,119.192,0.0017802265252783369,3.169206481304581e-06,2.3412914601528927e-06,6.566659526245436e-12,4.520466871121979e-07,-1.103,-1.3
2013-02-05,118.94,118.91,-0.0002522598289602291,6.363502130704403e-08,1.3157411579093624e-06,2.033938253950535e-12,1.961775960664082e-07,-1.128,-1.296
2013-02-06,119.08,119.23,0.0012588646704649173,1.5847402585447446e-06,1.7927473408055182e-06,2.3681461965396397e-12,1.3581471868758266e-08,-1.129,-1.231
2013-02-07,119.12,119.28,0.001342282080729449,1.801721184247379e-06,4.319823417211992e-06,2.3432107798959674e-11,8.749716954672336e-07,-1.132,-1.253
2013-02-08,119.41,119.48,0.0005860438026158847,3.434473385844861e-07,3.2344208160357516e-06,1.5943494080776623e-11,1.042769935765807e-06,-1.169,-1.311
2013-02-11,119.48,119.45,-0.00025111957609055054,6.306104149589781e-08,1.1419041946035927e-06,1.1587301394333193e-12,0.0,-1.168,-1.302
2013-02-12,119.17,119.33,0.0013417192788495534,1.8002106232365655e-06,4.2088496170806555e-06,4.4731671757682467e-11,1.4569808042906763e-06,-1.201,-1.321
2013-02-13,118.93,119.05,0.0010084881937177622,1.0170484368681147e-06,2.2810098035961523e-06,6.973710821132358e-12,5.132442251533043e-07,-1.233,-1.343
2013-02-14,119.08,119.38,0.0025161465929280737,6.330993677103554e-06,2.4886378933941506e-06,1.2248133118527724e-11,0.0,-1.241,-1.387
2013-02-15,119.38,119.33,-0.00041891835893939443,1.7549259145647531e-07,1.8854101952370185e-06,2.935343344679295e-12,2.738453799769604e-07,-1.241,-1.375
2013-02-19,119.37,119.23,-0.0011735122889063683,1.3771310922142636e-06,5.692711074606432e-06,1.0656006500617602e-10,1.4974224105743688e-06,-1.306,-1.386
2013-02-20,119.16,119.48,0.0026818655028275906,7.192402575256685e-06,4.189230101380876e-06,2.4896368072393083e-11,2.0683380800682296e-07,-1.192,-1.264
2013-02-21,119.68,119.69,8.355265911190579e-05,6.981046844670334e-09,1.9925207331623852e-06,4.373668084585436e-12,3.163261757747889e-07,-1.131,-1.15
2013-02-22,119.76,119.77,8.349684804233616e-05,6.971723633004975e-09,6.816081484934254e-07,7.185614362984142e-13,2.8094312005666906e-07,-1.172,-1.219
2013-02-25,119.42,120.48,0.008837072932737082,7.809385801851436e-05,9.405153055038894e-06,8.905503749130872e-11,9.394146538775511e-07,-0.938,-0.993
2013-02-26,120.32,120.29,-0.0002493661955484115,6.21834994822886e-08,2.0777262291244895e-06,3.7589361695636155e-12,0.0,-0.987,-0.894
2013-02-27,120.52,120.26,-0.002159648650677743,4.664082294374197e-06,2.4454337644511454e-06,4.4843671214823524e-12,0.0,-1.11,-1.071
2013-02-28,120.39,120.3,-0.000747849966301861,5.592795720976947e-07,2.8625336617740574e-06,1.7127489004588227e-11,1.1397060613434585e-06,-1.097,-1.161
2013-03-01,120.08,120.1999,0.0009980028287992883,9.960096462913816e-07,2.7758011082874707e-06,7.79214739649917e-12,6.814570264309508e-07,-1.091,-1.169
2013-03-04,120.19,120.16,-0.00024963594887282374,6.231810696963507e-08,1.5516567872968537e-06,2.4724819836823316e-12,0.0,-1.152,-1.24
2013-03-05,120.14,119.95,-0.0015827401363117401,2.505066339092106e-06,2.298852622893942e-06,4.6889522917285774e-12,0.0,-1.235,-1.364
2013-03-06,119.64,119.599,-0.0003427534841843393,1.1747995092050414e-07,3.3070310918643023e-06,1.1857725017437098e-11,3.440694822109729e-07,-1.239,-1.369
2013-03-07,119.29,119.2,-0.0007547486626051017,5.696455437041897e-07,2.1888808997565645e-06,4.140221515814093e-12,3.575723554497882e-07,-1.268,-1.418
2013-03-08,118.87,118.722,-0.0012458333541750994,1.5521007463751787e-06,2.705868392101542e-06,1.089303972528586e-11,1.719507316918166e-07,-1.295,-1.455
2013-03-11,118.82,118.8222,1.851523003966452e-05,3.4281374342169546e-10,1.4269079014079739e-06,2.4671517568431003e-12,3.852799683307239e-07,-1.36,-1.508
2013-03-12,118.99,119.099,0.0009156240533176026,8.383674070137559e-07,2.8647686914783565e-06,7.37104241110279e-12,0.0,-1.335,-1.531
2013-03-13,118.89,118.99,0.000840760096608687,7.068775400494488e-07,2.027296614671081e-06,5.5641249642383604e-12,6.126702721818019e-07,-1.342,-1.557
2013-03-14,118.83,119.04,0.0017656707828468932,3.1175933133991607e-06,2.1927140888475637e-06,5.120342797963147e-12,0.0,-1.374,-1.628
2013-03-15,118.98,119.2,0.0018473428714897194,3.4126756848438822e-06,2.7202139032773583e-06,2.8926943285271846e-11,1.4941468544745984e-06,-1.372,-1.655
