Date,Open,Close,OC Return,OC Return Sq,RV Daily,RQ Daily,J Daily,FSI US,FSI Vol
2013-01-02,66.7,67.21,0.00761709306029636,5.802010668921497e-05,6.589276321002571e-05,3.984308229210525e-09,1.8196563282350945e-05,-1.128,-1.593
2013-01-03,67.2,66.7399,-0.006870272558811359,4.720064503235638e-05,2.452814897363526e-05,8.195153811855925e-10,1.272689221061277e-05,-1.15,-1.632
2013-01-04,66.88,66.64,-0.003594970917858812,1.2923815900250627e-05,3.3982718956118e-05,8.182104063501236e-10,0.0,-1.168,-1.636
2013-01-07,66.45,66.66,0.0031552877203392007,9.95584059812335e-06,4.534205646523262e-05,1.4768937614520745e-09,5.645782042252047e-06,-1.196,-1.694
2013-01-08,66.64,66.55,-0.0013514530174666705,1.826425258419769e-06,3.4680033307989837e-05,8.924768107655109e-10,7.633909137901517e-06,-1.194,-1.764
2013-01-09,66.62,66.76,0.002099266028100842,4.406917856738286e-06,1.5821219579866378e-05,2.485264240522784e-10,1.5822858638495674e-06,-1.176,-1.772
2013-01-10,67.21,67.15,-0.0008931230126276985,7.976687156851761e-07,4.109840862025877e-05,1.924039220228791e-09,5.254250954206757e-07,-1.214,-1.741
2013-01-11,67.14,67.26,0.001785714760234753,3.1887772049202617e-06,9.849948637471517e-06,1.1288580356872874e-10,1.3323286527165747e-06,-1.198,-1.676
2013-01-14,66.9,66.95,0.0007471050029987865,5.581658855058168e-07,2.5968288811502226e-05,1.0747413131709522e-09,3.442957351571809e-06,-1.21,-1.696
2013-01-15,66.64,66.63,-0.00015007128414151578,2.2521390323883567e-08,2.5388975712544924e-05,5.413378348656933e-10,4.960995199434448e-06,-1.204,-1.671
2013-01-16,66.75,66.89,0.0020951818499578214,4.389786984392679e-06,2.5447325673933976e-05,3.980391540605529e-10,0.0,-1.2,-1.669
2013-01-17,67.18,67.23,0.0007439922967986866,5.53524537695785e-07,2.2084881338501864e-05,3.544423447854448e-10,0.0,-1.163,-1.537
2013-01-18,67.0,67.1,0.0014914245866698983,2.224347297723477e-06,1.2176437450907534e-05,1.0084518644851074e-10,7.523026081536557e-07,-1.182,-1.521
