Date,Open,Close,OC Return,OC Return Sq,RV Daily,RQ Daily,J Daily,FSI US,FSI Vol
2013-01-02,34.04,33.79,-0.007371402978974771,5.433758187843813e-05,7.353382333686005e-05,6.719796503614267e-09,0.0,-1.128,-1.593
2013-01-03,33.85,33.73,-0.003551350284725217,1.261208884481788e-05,2.4453903880427138e-05,6.105146040956112e-10,0.0,-1.15,-1.632
2013-01-04,33.7,33.86,0.004736539346673114,2.2434804982582574e-05,4.681655494079898e-05,3.210659992255196e-09,8.260967462667974e-06,-1.168,-1.636
2013-01-07,33.74,33.929,0.0055860288007299795,3.120371776258481e-05,2.3086409946206347e-05,9.476275527483926e-10,1.0246712038683736e-05,-1.196,-1.694
2013-01-08,34.01,33.95,-0.001765745014398853,3.1178554558744054e-06,3.2368651844878644e-05,1.4590760357868892e-09,4.129539101157176e-06,-1.194,-1.764
2013-01-09,33.95,33.89,-0.0017688683857452704,3.128895366089079e-06,6.0917986187906735e-05,1.5749624157013933e-08,2.20258079009971e-05,-1.176,-1.772
2013-01-10,34.28,34.16,-0.0035067248092100775,1.2297118887529454e-05,3.9778603316270604e-05,1.7633770453919737e-09,3.635917866238786e-06,-1.214,-1.741
2013-01-11,33.87,34.1,0.006767717459790932,4.5801999615559026e-05,3.220149634574571e-05,1.0783725486156246e-09,0.0,-1.198,-1.676
2013-01-14,34.12,34.26,0.004094770272495525,1.676714358451307e-05,5.878195888902322e-05,4.506937656988537e-09,7.015264300853277e-06,-1.21,-1.696
2013-01-15,34.25,34.0,-0.007326040092072898,5.367086343065947e-05,2.4485141347484824e-05,1.0787842641953734e-09,7.006340080976279e-06,-1.204,-1.671
2013-01-16,34.04,34.275,0.006879921743204586,4.7333323192619235e-05,4.3630776075821196e-05,4.0162066081068935e-09,1.6792416430590594e-05,-1.2,-1.669
2013-01-17,34.7,34.68,-0.0005765350404725269,3.3239265289265823e-07,4.596590119619065e-05,1.9417480471028967e-09,0.0,-1.163,-1.537
2013-01-18,34.7,34.71,0.00028814292088128347,8.302634285399758e-08,6.025782178325505e-05,3.06698273190575e-09,0.0,-1.182,-1.521
2013-01-22,34.82,35.0,0.005156127149370583,2.6585647180476412e-05,2.891860666149426e-05,7.966261627440334e-10,7.749588971529208e-06,-1.244,-1.655
2013-01-23,34.92,34.6006,-0.009188708017614617,8.443235503297514e-05,5.74871649076106e-05,6.4726410801697014e-09,1.3438939932485444e-05,-1.273,-1.758
2013-01-24,34.8,34.78,-0.0005748778542915523,3.304845473548593e-07,3.987318572579724e-05,2.4758989993613113e-09,1.5757711800300422e-05,-1.243,-1.676
2013-01-25,34.87,34.74,-0.003735099874600739,1.3950971073242456e-05,5.61668456436575e-05,5.2608239416619335e-09,1.0405169848918865e-05,-1.239,-1.552
2013-01-28,34.96,34.91,-0.0014312296703902219,2.048418369405303e-06,6.0177211076294853e-05,7.77618762384766e-09,0.0,-1.223,-1.436
2013-01-29,35.18,35.28,0.002838491829178432,8.057035864312721e-06,5.890701055517788e-05,4.477111786147544e-09,0.0,-1.268,-1.539
2013-01-30,35.42,35.5,0.002256064126682554,5.089825343703916e-06,2.9947306570210176e-05,1.0754669509723697e-09,8.147181628786726e-06,-1.197,-1.38
2013-01-31,35.16,35.305,0.0041155241513340995,1.693753904021426e-05,3.6052656785722535e-05,1.144292175536949e-09,0.0,-1.183,-1.426
2013-02-01,35.02,35.34,0.009096140033844503,8.273976351530867e-05,6.213624563191952e-05,5.207148030991366e-09,7.237810753511119e-07,-1.246,-1.471
2013-02-04,34.8899,34.81,-0.0022926872204681275,5.256414690897868e-06,4.22086855620143e-05,2.1416241126727936e-09,2.827345175345018e-06,-1.103,-1.3
2013-02-05,35.05,34.98,-0.001999143890143104,3.996576293496502e-06,1.6073802818219625e-05,2.1374909126030858e-10,0.0,-1.128,-1.296
2013-02-06,34.55,35.04,0.014082715854511953,0.00019832288583892233,8.410698624764907e-05,1.1448685756267632e-08,1.4999478378334067e-05,-1.129,-1.231
2013-02-07,35.1,34.67,-0.012326370774888093,0.00015193941648001527,6.505466244423066e-05,5.636318753002243e-09,0.0,-1.132,-1.253
2013-02-08,34.88,34.68,-0.005750447128437826,3.306764217695884e-05,5.641554921335376e-05,2.924625006385132e-09,0.0,-1.169,-1.311
2013-02-11,34.55,35.11,0.016078439966662066,0.00025851623176155605,0.00010679446520546818,1.9307005801018617e-08,1.8512364133041565e-05,-1.168,-1.302
2013-02-12,35.26,35.29,0.0008504607174545157,7.232834319332495e-07,1.4193893580629556e-05,2.583266916394734e-10,0.0,-1.201,-1.321
2013-02-13,35.43,35.17,-0.007365472391489467,5.425018354979357e-05,3.683560221821022e-05,3.072901032343728e-09,6.341222226362365e-06,-1.233,-1.343
2013-02-14,35.27,35.25,-0.0005672149896830443,3.2173284452113607e-07,1.7035670016395364e-05,2.9748131280861e-10,0.0,-1.241,-1.387
2013-02-15,34.69,34.72,0.0008644288104911102,7.472371684070757e-07,6.105649594237902e-05,8.738583802519391e-09,2.2605239964932613e-05,-1.241,-1.375
2013-02-19,34.66,34.955,0.008475235676488505,7.182961977202357e-05,3.7477529396041904e-05,1.3659925304614024e-09,0.0,-1.306,-1.386
2013-02-20,34.98,34.16,-0.02372110067008686,0.0005626906170003952,0.00030917013878760456,2.887889355821733e-07,0.0,-1.192,-1.264
2013-02-21,33.5,33.46,-0.0011947432723428046,1.427411486808393e-06,6.474343968434546e-05,3.796211481784968e-09,0.0,-1.131,-1.15
2013-02-22,33.44,33.6,0.004773278752657812,2.2784190050574515e-05,3.4178798034458235e-05,1.2337073143515539e-09,1.1202030342812703e-05,-1.172,-1.219
2013-02-25,33.69,33.22,-0.014048953233312643,0.00019737308695180576,0.00011811982382094619,1.9440873056658386e-08,2.5462881114761957e-05,-0.938,-0.993
2013-02-26,33.45,33.34,-0.003293909251589441,1.0849838157706511e-05,5.4799458388977975e-05,1.9563534061890857e-09,0.0,-0.987,-0.894
2013-02-27,33.24,33.4,0.0048019299954072114,2.30585316807915e-05,5.700352049311832e-05,4.7868087453673414e-09,2.323900036675702e-05,-1.11,-1.071
2013-02-28,33.39,33.085,-0.009176446491540344,8.42071702121031e-05,4.8780544627494406e-05,3.2020824300058106e-09,7.965190659280684e-06,-1.097,-1.161
2013-03-01,32.66,32.72,0.0018354241922274041,3.368781965413619e-06,8.295597902079847e-05,5.565931903955428e-09,0.0,-1.091,-1.169
2013-03-04,32.59,32.4,-0.0058470700511866576,3.418822818348394e-05,7.930909978681134e-05,9.69250886331242e-09,1.5386373092749327e-05,-1.152,-1.24
2013-03-05,32.54,32.71,0.005210739759400884,2.715180884020118e-05,4.728350153461818e-05,2.3456483522419617e-09,0.0,-1.235,-1.364
2013-03-06,32.59,32.53,-0.001842752364210115,3.395736275801968e-06,8.684120585704872e-05,8.504933451798324e-09,1.8346378796585533e-05,-1.239,-1.369
2013-03-07,32.74,32.935,0.005938350149667517,3.5264002500056226e-05,4.356515894823311e-05,2.0939794940130728e-09,1.014810848553e-05,-1.268,-1.418
2013-03-08,32.87,33.03,0.004855851726570431,2.3579295990437034e-05,2.8851006007244278e-05,7.071531203376842e-10,0.0,-1.295,-1.455
2013-03-11,32.86,33.04,0.005462836043655315,2.9842577639859654e-05,5.990526337374184e-05,6.56706595756987e-09,2.2436873420188544e-05,-1.36,-1.508
2013-03-12,33.46,33.261,-0.005965156100353601,3.558308730158578e-05,5.773117316291919e-05,3.1547813537568353e-09,2.881005113955654e-06,-1.335,-1.531
2013-03-13,33.5,33.19,-0.009296813099137591,8.643073380029631e-05,6.0476328517965694e-05,3.5969475152727027e-09,0.0,-1.342,-1.557
2013-03-14,33.26,33.43,0.005098226667225594,2.599191515041019e-05,2.9451462487021295e-05,9.069944483253859e-10,8.792867168327095e-07,-1.374,-1.628
2013-03-15,33.61,33.59,-0.0005952381128127856,3.5430841094492645e-07,3.605531624760358e-05,1.2225845440411492e-09,0.0,-1.372,-1.655
2013-03-18,33.04,33.6499,0.018291135665341813,0.0003345656439279393,6.831877026400074e-05,7.580958761717637e-09,0.0,-1.232,-1.408
2013-03-19,33.69,33.12,-0.01706372790140253,0.0002911708098931032,0.00010138062847123607,2.2439560397143017e-08,2.6138536335518003e-05,-1.092,-1.23
2013-03-20,33.43,33.46,0.0008969951266706771,8.046002572709441e-07,3.8844643998867576e-05,2.1813504675352805e-09,8.021185478127184e-06,-1.21,-1.371
