Date,Open,Close,OC Return,OC Return Sq,RV Daily,RQ Daily,J Daily,FSI US,FSI Vol
2013-01-02,145.11,146.08,0.006662341343656722,4.438679217939765e-05,4.438679217939765e-05,6.567291066590122e-10,4.438679217939765e-05,-1.128,-1.593
2013-01-03,145.99,145.77,-0.0015080891259672687,2.2743328118607207e-06,2.2743328118607207e-06,1.7241965797020974e-12,2.2743328118607207e-06,-1.15,-1.632
2013-01-04,145.97,146.4,0.002941480384724461,8.652306853718763e-06,8.652306853718763e-06,2.4954137963636222e-11,8.652306853718763e-06,-1.168,-1.636
2013-01-07,145.85,145.97,0.0008224248287562118,6.763825989546842e-07,6.763825989546842e-07,1.5249780672289773e-13,6.763825989546842e-07,-1.196,-1.694
2013-01-08,145.71,145.53,-0.001236094100528303,1.5279286253608743e-06,1.5279286253608743e-06,7.781886280657239e-13,1.5279286253608743e-06,-1.194,-1.764
2013-01-09,145.86,145.95,0.0006168397440366843,3.8049126982324216e-07,3.8049126982324216e-07,4.825786880390109e-14,3.8049126982324216e-07,-1.176,-1.772
2013-01-10,146.73,147.06,0.002246503548700711,5.046778194324888e-06,5.046778194324888e-06,8.48999004757106e-12,5.046778194324888e-06,-1.214,-1.741
2013-01-11,147.04,147.11,0.00047594765474361626,2.2652617005594855e-07,2.2652617005594855e-07,1.7104701906738838e-14,2.2652617005594855e-07,-1.198,-1.676
2013-01-14,146.89,146.96,0.000476433563546923,2.2698894047401993e-07,2.2698894047401993e-07,1.717465969917272e-14,2.2698894047401993e-07,-1.21,-1.696
2013-01-15,146.29,147.04,0.005113705617382105,2.6149985141245296e-05,2.6149985141245296e-05,2.279405742957833e-10,2.6149985141245296e-05,-1.204,-1.671
2013-01-16,146.77,147.04,0.0018379229842695177,3.3779608961061698e-06,3.3779608961061698e-06,3.8035399385408e-12,3.3779608961061698e-06,-1.2,-1.669
2013-01-17,147.7,147.93,0.001555999366810547,2.421134029514823e-06,2.421134029514823e-06,1.9539633296248946e-12,2.421134029514823e-06,-1.163,-1.537
2013-01-18,147.98,148.34,0.0024298068110072215,5.9039611388170835e-06,5.9039611388170835e-06,1.1618919042887438e-11,5.9039611388170835e-06,-1.182,-1.521
2013-01-22,148.34,149.09,0.005043214131895781,2.5434008780153312e-05,2.5434008780153312e-05,2.1562960087630528e-10,2.5434008780153312e-05,-1.244,-1.655
2013-01-23,149.13,149.36,0.0015410904587763927,2.3749598021316325e-06,2.3749598021316325e-06,1.880144687247041e-12,2.3749598021316325e-06,-1.273,-1.758
2013-01-24,149.15,149.39,0.0016078250934682152,2.5851015311860747e-06,2.5851015311860747e-06,2.2275833088468626e-12,2.5851015311860747e-06,-1.243,-1.676
2013-01-25,149.88,150.2,0.0021327654045477816,4.5486882708358625e-06,4.5486882708358625e-06,6.8968549950799165e-12,4.5486882708358625e-06,-1.239,-1.552
2013-01-28,150.29,150.04,-0.001664835732316329,2.7716780155972476e-06,2.7716780155972476e-06,2.5607330073816986e-12,2.7716780155972476e-06,-1.223,-1.436
2013-01-29,149.77,150.67,0.005991230808892639,3.589484660542434e-05,3.589484660542434e-05,4.2948000427564783e-10,3.589484660542434e-05,-1.268,-1.539
