Date,Open,Close,OC Return,OC Return Sq,RV Daily,RQ Daily,FSI US,FSI Vol
2013-01-02,66.7,67.21,0.00761709306029636,5.802010668921497e-05,7.464976202908656e-05,9.219241497832564e-09,-1.128,-1.593
2013-01-03,67.2,66.87,-0.004922811463216607,2.4234072702376826e-05,4.153847997079156e-05,1.750683606176226e-09,-1.15,-1.632
2013-01-04,66.88,66.64,-0.003594970917858812,1.2923815900250627e-05,4.3053325231810514e-05,3.4821910386446596e-09,-1.168,-1.636
2013-01-07,66.45,66.66,0.0031552877203392007,9.95584059812335e-06,5.0014118477020084e-05,2.2697334916582207e-09,-1.196,-1.694
2013-01-08,66.64,66.55,-0.0013514530174666705,1.826425258419769e-06,5.265208316280696e-05,3.0175025591124937e-09,-1.194,-1.764
2013-01-09,66.62,66.76,0.002099266028100842,4.406917856738286e-06,2.0619207481417433e-05,5.205399650270263e-10,-1.176,-1.772
2013-01-10,67.21,67.15,-0.0008931230126276985,7.976687156851761e-07,2.8330692796256403e-05,1.0244073174905593e-09,-1.214,-1.741
2013-01-11,67.14,67.26,0.001785714760234753,3.1887772049202617e-06,1.8799383757307704e-05,4.3964342521311745e-10,-1.198,-1.676
2013-01-14,66.9,66.95,0.0007471050029987865,5.581658855058168e-07,3.3720528199865284e-05,1.9099292762281415e-09,-1.21,-1.696
2013-01-15,66.64,66.63,-0.00015007128414151578,2.2521390323883567e-08,2.354282970372452e-05,6.53625711335937e-10,-1.204,-1.671
2013-01-16,66.75,66.89,0.0020951818499578214,4.389786984392679e-06,2.3548250419429414e-05,5.045836978031092e-10,-1.2,-1.669
2013-01-17,67.18,67.23,0.0007439922967986866,5.53524537695785e-07,2.3133652921012324e-05,6.894927914469502e-10,-1.163,-1.537
2013-01-18,67.0,67.1,0.0014914245866698983,2.224347297723477e-06,1.5192944818603772e-05,2.7717454999287946e-10,-1.182,-1.521
2013-01-22,67.15,67.2,0.0007443245598572956,5.540190504067568e-07,2.41291704052512e-05,9.21156718591005e-10,-1.244,-1.655
2013-01-23,67.55,67.59,0.0005919787060550498,3.50438788422611e-07,1.2906074040696983e-05,1.923582156195119e-10,-1.273,-1.758
2013-01-24,66.68,66.66,-0.0002999850029997593,8.99910020247656e-08,4.718448416339501e-05,2.1332419979093e-09,-1.243,-1.676
2013-01-25,66.89,67.0,0.0016431402606493664,2.6999099161668678e-06,5.8517792389110716e-05,4.976908239829335e-09,-1.239,-1.552
2013-01-28,67.02,67.14,0.0017889092427246362,3.200196278705631e-06,3.240812588617325e-05,1.054902510695578e-09,-1.223,-1.436
2013-01-29,67.06,67.17,0.0016389782406905607,2.6862496734571258e-06,5.316101715934948e-05,6.704181909884776e-09,-1.268,-1.539
2013-01-30,67.28,67.03,-0.003722735294826256,1.3858758075345131e-05,4.4816252438913556e-05,1.7201810536685835e-09,-1.197,-1.38
2013-01-31,66.99,66.89,-0.001493875389859433,2.2316636804276726e-06,2.9842152071844636e-05,1.0552697719847715e-09,-1.183,-1.426
2013-02-01,67.34,67.65,0.004592940883868686,2.1095105962712465e-05,3.7494270412205266e-05,3.1105959276330995e-09,-1.246,-1.471
2013-02-04,67.25,66.46,-0.011816755555500368,0.0001396357118584488,4.998034433292198e-05,5.215980878652351e-09,-1.103,-1.3
2013-02-05,66.76,67.46,0.010430730839869663,0.00010880014585380808,1.7729053971184722e-05,2.4271580552720573e-10,-1.128,-1.296
